miRNA name	H1	H2	H3	H4	H5	H6	H7	H8	H9	L1	L10	L2	L3	L4	L5	L6	L7	L8	L9	S1	S2	S3	S4	S5	S6	S7	S8	S9	HC	LN	SLE
hsa-miR-548v	0	0	11.3561	0	0	0	24.995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0816	0	0	0	4.039011	0	1.786844
hsa-miR-550a-3-5p	0	0	0	0	11.0985	0	0	40.6327	0	0	0	0	0	14.0712	0	55.2187	0	0	0	87.9585	0	0	35.8556	0	0	0	0	86.9792	5.747911	6.92899	23.421478
hsa-miR-550a-5p	0	0	0	0	11.0985	0	0	40.6327	0	0	0	0	0	14.0712	0	55.2187	0	0	0	87.9585	0	0	35.8556	0	0	0	0	86.9792	5.747911	6.92899	23.421478
hsa-miR-551a	0	0	0	0	0	0	0	0	0	0	0	0	31.4218	0	0	0	0	0	0	0	0	0	0	0	16.0816	0	0	0	0	3.14218	1.786844
hsa-miR-551b-3p	0	0	85.1707	0	22.1971	0	212.4575	50.7908	0	63.0557	0	0	125.6874	98.4986	44.7027	33.1312	108.686	70.6739	0	0	0	137.779	35.8556	106.349	32.1631	61.6067	108.7548	0	41.179567	54.44355	53.612022
hsa-miR-551b-5p	0	0	5.678	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8805	0	159.5914	0	0	0	0	0	0	0	0	0	0.630889	16.94719	0
hsa-miR-554	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40712	0
hsa-miR-556-3p	53.8112	69.185	17.0341	0	22.1971	0	24.995	71.1071	0	63.0557	0	0	31.4218	154.7835	0	55.2187	59.2833	141.3478	0	0	0	275.558	11.9519	127.6188	16.0816	369.6402	54.3774	0	28.703278	50.51108	95.025322
hsa-miR-556-5p	0	0	0	0	11.0985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.233167	0	0
hsa-miR-5581-3p	0	0	0	0	0	0	0	10.1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.128689	0	0
hsa-miR-5582-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.2698	0	0	0	0	0	0	2.363311
hsa-miR-559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.3774	0	0	0	6.041933
hsa-miR-5590-3p	0	0	28.3902	0	0	0	0	0	0	63.0557	0	0	0	0	0	0	0	0	0	0	0	137.779	0	0	0	0	0	0	3.154467	6.30557	15.308778
hsa-miR-5590-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8805	0	0	0	0	0	0	0	0	0	0	0	0	0.98805	0
hsa-miR-561-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.5396	0	0	0	0	0	0	4.726622
hsa-miR-5690	0	0	0	0	0	0	0	0	0	0	0	0	62.8437	0	0	33.1312	0	0	0	0	0	0	11.9519	0	0	0	0	0	0	9.59749	1.327989
hsa-miR-5692a	0	0	5.678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.630889	0	0
hsa-miR-5696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.81	0	0	0	0	0	0	0	0	0	4.201111
hsa-miR-5698	0	0	0	0	0	0	0	0	0	189.167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.9167	0
hsa-miR-5699-5p	0	0	34.0683	0	11.0985	0	0	0	0	0	0	0	0	0	0	33.1312	0	0	0	0	0	0	0	0	16.0816	0	0	0	5.018533	3.31312	1.786844
hsa-miR-570-3p	26.9056	0	0	0	0	0	0	0	0	0	0	0	0	42.2137	0	33.1312	9.8805	0	0	0	0	0	0	42.5396	0	0	0	0	2.989511	8.52254	4.726622
hsa-miR-5739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.0108	0	0	0	0	0	0	0	0	0	0	0	10.60108	0
hsa-miR-574-3p	4950.6282	4981.32	14518.7574	4983.8106	7191.8492	3634.2259	6898.6203	7324.0352	6063.1698	16898.9217	0	3536.6932	6347.2113	14845.1461	3352.7045	16764.4038	27902.6569	37598.5017	9415.8953	1759.1697	5520.2662	6475.6131	33309.828	6827.6082	5387.3245	9487.4322	6525.2855	4957.8151	6727.379622	13666.21345	8916.704722
hsa-miR-574-5p	0	0	0	0	11.0985	160.3335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.048	0	0
hsa-miR-576-5p	53.8112	0	11.3561	158.7201	77.6897	0	62.4875	60.949	70.502	189.167	0	0	0	196.9972	0	77.3062	98.8054	35.3369	478.7743	0	113.4301	0	179.2779	170.1585	64.3263	0	108.7548	86.9792	55.057289	107.6387	80.3252
hsa-miR-577	26.9056	622.665	238.4778	63.488	88.7883	0	124.975	81.2653	70.502	189.167	0	0	94.2655	239.2109	402.3245	44.175	138.3276	106.0108	0	0	0	0	131.4704	553.015	64.3263	0	0	0	146.340778	121.34813	83.2013
hsa-miR-580-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8805	35.3369	0	0	0	0	0	0	0	0	0	0	0	4.52174	0
hsa-miR-582-3p	26.9056	138.37	5.678	31.744	0	0	0	0	0	0	0	0	0	0	44.7027	0	0	0	0	0	0	0	0	0	0	0	0	0	22.521956	4.47027	0
hsa-miR-582-5p	26.9056	69.185	34.0683	0	22.1971	0	74.985	40.6327	70.502	0	0	0	0	14.0712	44.7027	77.3062	19.7611	0	319.1829	0	0	137.779	0	63.8094	48.2447	0	108.7548	0	37.608411	47.50241	39.8431
hsa-miR-584-5p	0	0	0	0	0	0	0	0	70.502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.833556	0	0
hsa-miR-585-5p	0	0	17.0341	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8805	0	0	0	0	0	0	0	0	0	0	0	1.892678	0.98805	0
hsa-miR-589-3p	26.9056	0	22.7122	0	0	0	0	20.3163	0	0	0	0	31.4218	28.1425	0	11.0437	9.8805	0	0	175.917	0	0	23.9037	0	0	0	0	0	7.770456	8.04885	22.2023
hsa-miR-589-5p	0	0	0	0	0	0	0	10.1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.128689	0	0
hsa-miR-590-3p	26.9056	69.185	22.7122	190.4641	44.3941	0	87.4825	50.7908	352.5099	0	0	0	94.2655	28.1425	44.7027	66.2625	49.4027	0	0	0	0	551.116	0	63.8094	0	0	163.1321	0	93.827133	28.27759	86.450833
hsa-miR-590-5p	161.4335	207.555	0	31.744	44.3941	0	12.4975	50.7908	70.502	252.2227	0	0	125.6874	196.9972	134.1082	110.4374	0	0	0	527.7509	75.6201	137.779	0	106.349	32.1631	0	0	0	64.3241	81.94529	97.740233
hsa-miR-597-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9519	0	0	0	0	0	0	0	1.327989
hsa-miR-598-3p	1775.7688	1106.96	425.8533	1428.4807	1109.8533	1015.4455	1249.75	538.3826	987.0276	504.4454	0	530.504	314.2184	1139.7695	1519.8927	552.1872	582.9521	565.391	319.1829	1495.2942	831.8209	1791.127	1219.0895	1276.1885	1431.2593	1170.5274	2610.1142	782.8129	1070.835756	602.85432	1400.914878
hsa-miR-598-5p	0	0	0	0	11.0985	0	0	0	0	0	0	0	0	0	0	0	9.8805	0	0	0	0	0	0	0	0	0	0	0	1.233167	0.98805	0
hsa-miR-605-5p	0	0	0	0	0	0	24.995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.777222	0	0
hsa-miR-6069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.5914	0	0	0	0	0	0	0	0	0	0	15.95914	0
hsa-miR-6085	0	0	0	0	0	0	12.4975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.9037	0	0	0	0	0	1.388611	0	2.655967
hsa-miR-6090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8805	0	0	0	0	0	0	0	0	0	0	0	0	0.98805	0
hsa-miR-611	0	0	0	0	0	0	0	0	141.0039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.6671	0	0
hsa-miR-612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0816	0	0	0	0	0	1.786844
hsa-miR-6124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.3369	0	0	0	0	0	0	0	0	0	0	0	3.53369	0
hsa-miR-6126	242.1503	0	51.1024	0	0	0	0	10.1582	0	126.1114	0	530.504	0	168.8547	0	0	9.8805	3250.9983	0	0	37.81	0	0	0	0	61.6067	0	0	33.712322	408.63489	11.0463
hsa-miR-6129	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40712	0
hsa-miR-615-3p	26.9056	0	56.7804	31.744	0	106.889	99.98	182.8469	70.502	0	0	176.8347	31.4218	196.9972	134.1082	143.5687	39.5222	0	797.9572	0	113.4301	0	227.0853	85.0792	176.8972	123.2134	108.7548	86.9792	63.960878	152.041	102.382133
hsa-miR-615-5p	0	138.37	5.678	0	11.0985	0	0	0	0	0	0	0	0	56.2849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.2385	5.62849	0
hsa-miR-616-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0437	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10437	0
hsa-miR-616-5p	0	0	22.7122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.523578	0	0
hsa-miR-624-3p	0	0	22.7122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.523578	0	0
hsa-miR-624-5p	0	0	0	0	0	0	0	0	0	0	0	0	31.4218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14218	0
hsa-miR-625-3p	53.8112	207.555	102.2048	222.2081	110.9853	320.667	137.4725	121.898	70.502	126.1114	0	0	125.6874	154.7835	89.4055	198.7874	158.0887	35.3369	159.5914	175.917	189.0502	0	191.2297	106.349	128.6525	0	54.3774	521.8753	149.700433	104.77922	151.939011
hsa-miR-625-5p	0	0	0	0	0	0	0	40.6327	0	0	0	0	0	70.3561	0	44.175	39.5222	35.3369	0	0	0	0	0	21.2698	16.0816	0	0	0	4.514744	18.93902	4.150156
hsa-miR-627-3p	0	0	11.3561	0	33.2956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9613	0	0
hsa-miR-627-5p	0	0	0	0	11.0985	0	49.99	0	0	0	0	0	62.8437	14.0712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.787611	7.69149	0
hsa-miR-628-3p	53.8112	415.11	153.3072	0	166.478	0	99.98	111.7398	0	126.1114	0	0	31.4218	112.5698	0	143.5687	108.686	70.6739	0	87.9585	0	0	35.8556	63.8094	128.6525	61.6067	54.3774	0	111.158467	59.30316	48.0289
hsa-miR-628-5p	0	0	0	0	22.1971	0	0	0	0	189.167	0	0	0	56.2849	0	0	69.1638	0	0	0	0	137.779	35.8556	21.2698	32.1631	0	0	0	2.466344	31.46157	25.229722
hsa-miR-629-3p	0	276.74	0	0	0	0	49.99	30.4745	0	0	0	0	0	0	44.7027	44.175	19.7611	0	0	0	0	0	0	0	0	0	0	0	39.689389	10.86388	0
hsa-miR-629-5p	26.9056	0	0	0	0	0	24.995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.766733	0	0
hsa-miR-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.5914	0	0	0	0	0	0	0	0	0	0	15.95914	0
hsa-miR-638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.779	0	0	0	0	0	0	0	0	15.308778
hsa-miR-639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0816	0	0	0	0	0	1.786844
hsa-miR-641	0	0	0	0	0	0	0	0	0	0	0	0	0	28.1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81425	0
hsa-miR-642a-3p	0	0	0	0	22.1971	0	0	0	0	0	0	0	0	14.0712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.466344	1.40712	0
hsa-miR-642a-5p	188.3391	207.555	56.7804	222.2081	88.7883	427.556	74.985	40.6327	0	189.167	0	0	188.531	14.0712	0	22.0875	39.5222	0	0	0	0	0	11.9519	42.5396	64.3263	184.8201	0	0	145.204956	45.33789	33.737544
hsa-miR-642b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40712	0
hsa-miR-642b-5p	80.7168	0	11.3561	31.744	22.1971	53.4445	0	0	0	63.0557	0	0	0	0	0	11.0437	0	0	0	0	0	0	0	0	16.0816	61.6067	0	0	22.162056	7.40994	8.632033
hsa-miR-6499-5p	0	0	0	0	0	0	12.4975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.388611	0	0
hsa-miR-6502-5p	0	0	0	0	0	0	0	0	0	126.1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.61114	0
hsa-miR-6503-5p	0	0	0	0	0	0	0	0	0	0	0	0	31.4218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14218	0
hsa-miR-6506-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40712	0
hsa-miR-651-5p	0	0	0	0	0	0	0	0	0	126.1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.61114	0
hsa-miR-6510-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0816	0	0	0	0	0	1.786844
hsa-miR-6511a-3p	0	69.185	5.678	95.232	33.2956	53.4445	0	60.949	0	0	0	0	188.531	126.6411	0	132.5249	29.6416	0	0	0	189.0502	0	71.7111	42.5396	80.4078	0	0	0	35.309344	47.73386	42.6343
hsa-miR-6511b-3p	0	0	0	0	0	0	0	20.3163	0	0	0	0	31.4218	0	0	0	9.8805	0	0	0	0	0	0	21.2698	0	0	0	0	2.257367	4.13023	2.363311
hsa-miR-6512-3p	0	0	0	31.744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.527111	0	0
hsa-miR-6516-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.3369	0	0	0	0	0	0	0	0	0	0	0	3.53369	0
hsa-miR-6516-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.5396	0	0	0	0	0	0	4.726622
hsa-miR-652-3p	53.8112	0	62.4585	0	33.2956	374.1115	62.4875	0	0	189.167	0	0	94.2655	70.3561	0	22.0875	19.7611	70.6739	0	0	0	0	0	21.2698	64.3263	0	0	86.9792	65.129367	46.63111	19.175033
hsa-miR-652-5p	0	0	34.0683	126.9761	11.0985	0	24.995	20.3163	0	126.1114	0	0	0	28.1425	0	99.3937	19.7611	70.6739	0	0	0	0	95.6149	21.2698	64.3263	0	108.7548	0	24.161578	34.40826	32.218422
hsa-miR-653-3p	0	138.37	11.3561	0	22.1971	0	12.4975	0	0	0	0	0	0	56.2849	0	0	9.8805	0	0	0	0	0	11.9519	0	16.0816	0	0	0	20.491189	6.61654	3.114833
hsa-miR-654-3p	0	0	0	0	11.0985	0	12.4975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.621778	0	0
hsa-miR-655-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9519	0	0	0	0	0	0	0	1.327989
hsa-miR-660-3p	0	0	90.8487	63.488	66.5912	267.2225	49.99	121.898	0	0	0	0	62.8437	98.4986	44.7027	33.1312	79.0444	35.3369	0	0	189.0502	0	191.2297	21.2698	225.1419	61.6067	0	0	73.3376	35.35575	76.477589
hsa-miR-660-5p	6322.8132	14044.5551	8074.178	10412.0373	8024.2392	7963.2302	11585.183	8024.9484	13606.881	6053.3451	0	3890.3625	5027.4941	10961.487	9119.3563	6018.8406	5414.5382	3286.3352	4149.3776	12138.2707	15048.3969	8680.0772	8402.1561	14931.4049	9890.1629	7023.1641	14464.3828	5653.6488	9784.229489	5392.11366	10692.40716
hsa-miR-664a-3p	511.2062	415.11	1163.9989	793.6004	2264.1007	694.7785	1224.755	1097.0816	1621.5454	2017.7817	0	1237.8426	1068.3425	1407.1229	849.3518	1987.874	741.0408	989.4343	957.5487	175.917	1172.1113	964.453	968.1005	1042.2206	1254.3621	2094.6279	1087.5476	1565.6258	1087.352967	1125.63393	1147.218422
hsa-miR-664a-5p	107.6224	0	45.4243	158.7201	33.2956	0	112.4775	40.6327	0	126.1114	0	353.6693	94.2655	126.6411	0	33.1312	19.7611	176.6847	0	87.9585	37.81	1102.232	59.7593	42.5396	48.2447	184.8201	0	0	55.352511	93.02643	173.707133
hsa-miR-664b-3p	26.9056	0	0	0	0	0	24.995	10.1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.3774	0	6.895422	0	6.041933
hsa-miR-664b-5p	53.8112	0	22.7122	0	0	0	0	20.3163	0	0	0	0	0	0	0	0	0	106.0108	0	0	0	0	0	21.2698	0	0	0	0	10.759967	10.60108	2.363311
hsa-miR-671-3p	0	0	5.678	0	33.2956	0	24.995	10.1582	0	0	0	0	0	14.0712	89.4055	33.1312	19.7611	0	0	0	0	0	35.8556	0	0	0	0	0	8.236311	15.6369	3.983956
hsa-miR-671-5p	107.6224	0	5.678	0	0	0	0	0	0	0	0	0	0	14.0712	0	0	0	0	0	0	0	0	71.7111	0	0	0	0	0	12.588933	1.40712	7.9679
hsa-miR-6721-5p	0	0	0	0	0	0	12.4975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.388611	0	0
hsa-miR-6724-5p	0	0	5.678	0	0	0	12.4975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0195	0	0
hsa-miR-6726-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0816	0	0	0	0	0	1.786844
hsa-miR-6727-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9519	0	0	0	0	0	0	0	1.327989
hsa-miR-6729-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260.9376	0	0	28.993067
hsa-miR-6729-5p	0	0	0	0	0	0	24.995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.777222	0	0
hsa-miR-6730-5p	0	0	0	0	11.0985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.233167	0	0
hsa-miR-6734-3p	0	0	0	0	0	0	12.4975	10.1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5173	0	0
hsa-miR-6734-5p	0	0	0	0	11.0985	0	0	0	0	0	0	0	0	0	0	0	9.8805	0	0	0	0	0	23.9037	0	0	0	0	0	1.233167	0.98805	2.655967
hsa-miR-6735-5p	0	0	0	63.488	11.0985	0	0	0	0	0	0	0	0	0	0	0	0	0	319.1829	0	37.81	0	0	0	0	0	0	0	8.287389	31.91829	4.201111
hsa-miR-6738-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.3369	0	0	0	0	0	0	0	0	0	0	0	3.53369	0
hsa-miR-6739-5p	0	0	0	95.232	0	0	0	10.1582	141.0039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.377122	0	0
hsa-miR-6740-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.6739	0	0	0	0	0	0	0	0	0	0	0	7.06739	0
hsa-miR-6743-3p	0	0	0	126.9761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.108456	0	0
hsa-miR-6744-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.7027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.47027	0
hsa-miR-6744-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9519	0	0	0	0	0	0	0	1.327989
hsa-miR-6747-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.6739	0	0	37.81	0	0	21.2698	0	0	0	0	0	7.06739	6.564422
hsa-miR-6749-3p	26.9056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.989511	0	0
hsa-miR-6749-5p	0	0	0	0	0	0	0	0	0	0	0	0	94.2655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.42655	0
hsa-miR-676-3p	0	0	0	0	0	0	24.995	10.1582	0	0	0	0	0	0	223.5136	0	0	0	0	0	0	0	0	21.2698	16.0816	0	0	260.9376	3.905911	22.35136	33.143222
hsa-miR-6761-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0437	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10437	0
hsa-miR-6762-3p	0	0	5.678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.630889	0	0
hsa-miR-6763-5p	0	0	0	0	33.2956	0	0	0	0	0	0	0	0	28.1425	0	11.0437	0	0	0	0	0	0	0	0	0	0	0	0	3.699511	3.91862	0
hsa-miR-6764-5p	0	0	17.0341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.892678	0	0
hsa-miR-6767-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.3774	0	0	0	6.041933
hsa-miR-6773-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	28.1425	0	0	0	0	159.5914	0	0	0	0	0	0	0	0	0	0	18.77339	0
hsa-miR-6776-3p	0	0	0	0	22.1971	0	0	0	0	0	0	0	62.8437	0	0	11.0437	0	0	0	0	0	0	11.9519	0	16.0816	0	0	0	2.466344	7.38874	3.114833
hsa-miR-6776-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0712	0	0	29.6416	0	0	0	0	0	0	0	0	0	0	0	0	4.37128	0
hsa-miR-6777-5p	0	0	0	0	0	53.4445	0	0	0	63.0557	0	0	0	0	0	0	0	106.0108	0	0	0	0	0	0	0	0	0	86.9792	5.938278	16.90665	9.664356
hsa-miR-6778-3p	26.9056	0	0	0	11.0985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.222678	0	0
hsa-miR-6780b-3p	0	0	0	0	0	0	0	0	0	0	0	0	31.4218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14218	0
hsa-miR-6781-5p	0	0	0	0	0	0	12.4975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.388611	0	0
hsa-miR-6782-3p	0	0	0	0	0	0	0	10.1582	0	0	0	0	0	0	0	0	19.7611	0	0	0	0	0	11.9519	0	16.0816	0	0	0	1.128689	1.97611	3.114833
hsa-miR-6785-5p	0	0	0	0	0	0	0	0	70.502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.833556	0	0
hsa-miR-6788-5p	0	0	11.3561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.261789	0	0
hsa-miR-6790-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.6416	0	0	0	0	0	0	0	0	0	0	0	0	2.96416	0
hsa-miR-6792-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.6067	0	0	0	0	6.845189
hsa-miR-6793-3p	0	0	0	0	0	0	0	0	0	0	0	0	94.2655	0	0	0	0	0	0	0	0	0	0	21.2698	0	0	0	0	0	9.42655	2.363311
hsa-miR-6793-5p	0	0	5.678	0	0	0	0	0	0	63.0557	0	0	0	0	44.7027	0	0	0	0	0	0	0	0	0	0	0	0	0	0.630889	10.77584	0
hsa-miR-6795-3p	0	138.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.8556	0	0	0	0	0	15.374444	0	3.983956
hsa-miR-6795-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.6739	0	0	0	0	0	0	0	0	0	0	0	7.06739	0
hsa-miR-6799-3p	0	0	0	0	0	160.3335	0	0	0	0	0	0	0	0	0	33.1312	0	0	0	0	0	0	0	0	0	0	0	0	17.814833	3.31312	0
hsa-miR-6800-3p	0	0	0	0	0	0	0	0	0	0	0	0	31.4218	0	0	0	0	0	0	0	0	0	0	42.5396	0	0	0	0	0	3.14218	4.726622
hsa-miR-6802-3p	0	0	0	0	0	0	0	0	0	0	0	176.8347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.68347	0
hsa-miR-6802-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0437	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10437	0
hsa-miR-6803-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9519	0	0	0	0	0	0	0	1.327989
hsa-miR-6803-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.5914	0	0	0	0	0	0	0	0	0	0	15.95914	0
hsa-miR-6807-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108.7548	0	0	0	12.083867
hsa-miR-6810-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.1312	0	0	0	0	37.81	0	0	0	0	61.6067	0	0	0	3.31312	11.0463
hsa-miR-6810-5p	0	0	0	0	0	0	0	0	211.5059	0	0	0	0	0	0	0	9.8805	0	0	0	0	0	0	0	0	0	0	0	23.500656	0.98805	0
hsa-miR-6814-5p	0	0	0	0	0	0	12.4975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.2698	0	0	0	0	1.388611	0	2.363311
hsa-miR-6815-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.779	0	0	0	0	0	0	0	0	15.308778
hsa-miR-6815-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7611	0	0	0	0	0	0	0	0	0	0	0	0	1.97611	0
hsa-miR-6818-3p	0	0	5.678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.630889	0	0
hsa-miR-6821-5p	0	0	5.678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.630889	0	0
hsa-miR-6826-3p	26.9056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.989511	0	0
